Id,log_bike_count
0,0.21221943066496296
1,1.2601110895537357
2,2.118292635397599
3,1.030769136732045
4,1.0295352722602287
5,0.942935554512152
6,0.6791945764628586
7,0.5659987844878689
8,0.21232998809372372
9,0.8534874527524621
10,1.0055896197229637
11,1.3863932097230527
12,1.4713979922579405
13,1.2225403436037716
14,0.8522279872435123
15,0.791107338862719
16,0.6812972034540259
17,0.5506054447041433
18,0.7582353176905317
19,1.1174814167503198
20,1.4970031054413127
21,0.5178074156519687
22,0.7480776051353808
23,0.5726150567928578
24,0.41853154410612303
25,1.3674445717949566
26,-0.03988792261336549
27,1.9176882445248074
28,1.4231449194912278
29,1.524814741336608
30,0.9966097915881069
31,1.4264447816069366
32,0.1966602288219832
33,0.9392369304528834
34,0.919414972246686
35,1.0664601472857989
36,1.0690022016242167
37,0.9113680926350156
38,0.9162885540154337
39,0.49208687166275134
40,1.8409365890697085
41,1.2844361905269421
42,1.5895966276330318
43,1.6002528980727273
44,0.4877511221024422
45,1.6657933116137151
46,1.2596476639545007
47,1.612974486368357
48,1.65592522256995
49,0.842378520293976
50,1.5250968888792176
51,0.4474176627751265
52,1.9729756052630214
53,1.1498558333712274
54,2.2712182445959845
55,1.234997498422644
56,1.6785431595356866
57,1.3817693809214013
58,0.5694336385893437
59,1.4943622005932384
60,0.37216711278938686
61,1.0841046797699176
62,0.2122574084541955
63,0.5477602394935643
64,0.4717575223164423
65,0.36796702044870333
66,1.2746467140418252
67,0.41717664369622476
68,1.4920987930859217
69,1.28659146617597
70,1.426723675460802
71,2.2445592267693835
72,1.449571418355253
73,1.4384578048888939
74,1.443668753912963
75,1.381616352176474
76,0.9329057263739795
77,1.408965961688456
78,0.40434449092371816
79,1.4257089714969218
80,2.1932192593494544
81,1.5703280391203776
82,1.5262527910928
83,0.6888604367780622
84,2.1363432235200803
85,0.3755514553668333
86,1.7685960003800876
87,0.06726879439405131
88,0.1494981278912011
89,0.23327449099850384
90,0.19416526501234843
91,0.2848183758441336
92,1.6029838267226795
93,1.6695298891053811
94,1.7763293427560432
95,1.528039965832907
96,1.6565045629279482
97,1.9946391220179525
98,1.4544333054438858
99,2.2167647492172473
100,1.3312805571034219
101,1.4746688690915648
102,1.4570463930063706
103,0.7801865550178202
104,1.6533066089278912
105,1.3949166094491896
106,0.3731139591950221
107,2.1490467713927592
108,0.42818546162753623
109,0.45546545058275933
110,0.15908812337355993
111,0.11063168771989629
112,0.31121153281615177
113,0.044019834578113315
114,0.7952418637461425
115,0.49928035642608926
116,1.4960502912222948
117,2.1435085780348673
118,1.3107603941983896
119,2.265898642926367
120,1.064967974487249
121,1.4741932272922873
122,0.3669067037594931
123,1.652915797767958
124,0.01338449177865142
125,1.4940611206378964
126,0.26624781005382747
127,1.6303906779534212
128,0.8559155977070447
129,0.9566592028874585
130,1.1248045774228443
131,0.08464353772367739
132,0.45693447910033314
133,0.12545898695488544
134,0.026564502588197314
135,1.89162786961899
136,-0.039303495288778745
137,1.6242686107825666
138,0.18825015756968044
139,1.605047844599454
140,1.7033930940847601
141,1.21554907648038
142,1.6314307553502723
143,0.632307807742543
144,1.9864213625036518
145,0.44593504087408187
146,1.4598245298761248
147,0.33774689359502297
148,0.6950035630504603
149,0.20183030611829178
150,0.9731429231112165
151,0.4185115989049253
152,1.8905433212321625
153,1.524977970722662
154,1.2416696681748898
155,1.6965267577698835
156,1.2643697243003955
157,1.2655140814510841
158,1.5078025897466005
159,0.6493934028187183
160,1.9594831784345428
161,0.3876929397459463
162,1.6772651735781814
163,0.017675614679311558
164,1.051351174810462
165,0.02971599545297776
166,0.35216526052939034
167,0.21612286707842143
168,1.5375870111420955
169,0.7398131154040568
170,1.3837901158357897
171,1.5849643891925194
172,1.387921050366462
173,1.8240483565349523
174,1.9397881743973597
175,0.7856091629628481
176,1.051517225558166
177,0.4102642392897242
178,0.5942086659993682
179,0.26819842651396053
180,0.41493803846745214
181,0.22369113882807135
182,0.2859120741738943
183,0.21304139414359602
184,0.021131009596428107
185,0.15490187938681244
186,0.07889630204331644
187,1.054979781057566
188,0.27042962323875397
189,1.4734819515967519
190,2.031251755620522
191,1.405583965084716
192,1.8113187517934473
193,1.3261544247855128
194,1.334374180163471
195,1.3036731107203627
196,2.1024322861844746
197,0.6638087748546959
198,2.014787246044206
199,0.29345251993742494
200,1.0688449057388052
201,0.2954811600740679
202,0.42805803667788966
203,0.2110827103392272
